"genus"	"species"	"latitude"	"longitude"	"source"
"Serrasalmus"	"Serrasalmus gouldingi"	-2.793056	-59.639167	"gbif"
"Pristobrycon"	"Pristobrycon striolatus"	-2.793056	-59.639167	"gbif"
"Myloplus"	"Myloplus torquatus"	-4.454444	-47.540278	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-4.454444	-47.540278	"gbif"
"Myloplus"	"Myloplus asterias"	-4.454444	-47.540278	"gbif"
"Serrasalmus"	"Serrasalmus spilopleura"	-5.538333	-67.485833	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-5.538333	-67.485833	"gbif"
"Mylossoma"	"Mylossoma aureum"	-5.422222	-67.289444	"gbif"
"Serrasalmus"	"Serrasalmus elongatus"	-2.740833	-59.671389	"gbif"
"Metynnis"	"Metynnis argenteus"	-2.740833	-59.671389	"gbif"
"Mylossoma"	"Mylossoma aureum"	-5.940556	-67.805833	"gbif"
"Mylossoma"	"Mylossoma aureum"	-5.905556	-67.866389	"gbif"
"Serrasalmus"	"Serrasalmus altispinis"	-5.905556	-67.866389	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-5.905556	-67.866389	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-5.524722	-67.548333	"gbif"
"Serrasalmus"	"Serrasalmus altispinis"	-5.538333	-67.485833	"gbif"
"Serrasalmus"	"Serrasalmus elongatus"	-5.509444	-67.466111	"gbif"
"Serrasalmus"	""	-5.524722	-67.548333	"gbif"
"Mylossoma"	"Mylossoma aureum"	-5.509444	-67.466111	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-5.524722	-67.548333	"gbif"
"Serrasalmus"	"Serrasalmus elongatus"	-5.538333	-67.485833	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-5.509444	-67.466111	"gbif"
"Serrasalmus"	"Serrasalmus elongatus"	-5.524722	-67.548333	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-5.509444	-67.466111	"gbif"
"Metynnis"	"Metynnis hypsauchen"	-5.509444	-67.466111	"gbif"
"Serrasalmus"	""	-5.509444	-67.466111	"gbif"
"Serrasalmus"	""	-5.538333	-67.485833	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-5.538333	-67.485833	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-5.905556	-67.866389	"gbif"
"Colossoma"	"Colossoma macropomum"	-5.905556	-67.858611	"gbif"
"Mylossoma"	"Mylossoma aureum"	-5.905556	-67.858611	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-5.706389	-67.821389	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-5.713889	-67.871667	"gbif"
"Serrasalmus"	"Serrasalmus elongatus"	-5.706389	-67.821389	"gbif"
"Mylossoma"	"Mylossoma duriventre"	-5.930833	-67.821111	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-5.905556	-67.858611	"gbif"
"Serrasalmus"	""	-5.905556	-67.886667	"gbif"
"Serrasalmus"	""	-5.706389	-67.821389	"gbif"
"Mylossoma"	"Mylossoma duriventre"	-5.422222	-67.289444	"gbif"
"Serrasalmus"	""	-5.905556	-67.866389	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-5.713611	-67.871389	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-5.713611	-67.871389	"gbif"
"Mylossoma"	"Mylossoma aureum"	-5.706389	-67.821389	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-5.706389	-67.821389	"gbif"
"Serrasalmus"	""	-5.706389	-67.821389	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-5.706389	-67.821389	"gbif"
"Serrasalmus"	"Serrasalmus altispinis"	-1.898333	-61.445278	"gbif"
"Serrasalmus"	"Serrasalmus altispinis"	-0.964167	-62.95	"gbif"
"Serrasalmus"	"Serrasalmus serrulatus"	-0.964167	-62.95	"gbif"
"Serrasalmus"	"Serrasalmus elongatus"	-5.706389	-67.821389	"gbif"
"Serrasalmus"	"Serrasalmus gouldingi"	-0.964167	-62.95	"gbif"
"Serrasalmus"	""	-9.720556	-50.161389	"gbif"
"Mylossoma"	"Mylossoma duriventre"	-7.881944	-69.188333	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-7.881944	-69.188333	"gbif"
"Metynnis"	"Metynnis maculatus"	-7.881944	-69.188333	"gbif"
"Serrasalmus"	"Serrasalmus altispinis"	-7.881944	-69.188333	"gbif"
"Serrasalmus"	"Serrasalmus eigenmanni"	-7.881944	-69.188333	"gbif"
"Mylossoma"	"Mylossoma duriventre"	-7.881944	-69.188333	"gbif"
"Serrasalmus"	"Serrasalmus altispinis"	-7.881944	-69.188333	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-7.881944	-69.188333	"gbif"
"Myloplus"	"Myloplus asterias"	-7.925	-69.206389	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-2.476389	-64.813056	"gbif"
"Serrasalmus"	"Serrasalmus elongatus"	-2.673333	-64.637222	"gbif"
"Serrasalmus"	"Serrasalmus elongatus"	-2.737778	-64.661111	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-2.456389	-64.811667	"gbif"
"Mylossoma"	"Mylossoma duriventre"	-2.738056	-64.658889	"gbif"
"Serrasalmus"	"Serrasalmus eigenmanni"	-2.336667	-64.715556	"gbif"
"Serrasalmus"	"Serrasalmus eigenmanni"	-2.673333	-64.637222	"gbif"
"Serrasalmus"	"Serrasalmus elongatus"	-2.738056	-64.658889	"gbif"
"Serrasalmus"	"Serrasalmus elongatus"	-2.738056	-64.662222	"gbif"
"Serrasalmus"	"Serrasalmus elongatus"	-2.476389	-64.813056	"gbif"
"Serrasalmus"	"Serrasalmus elongatus"	-2.475	-64.815556	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-2.738056	-64.662222	"gbif"
"Mylossoma"	"Mylossoma duriventre"	-2.738056	-64.662222	"gbif"
"Serrasalmus"	"Serrasalmus spilopleura"	-2.456389	-64.811667	"gbif"
"Serrasalmus"	"Serrasalmus elongatus"	-2.738056	-64.658889	"gbif"
"Metynnis"	"Metynnis hypsauchen"	-3.861667	-63.880833	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-3.76	-64.120556	"gbif"
"Serrasalmus"	"Serrasalmus spilopleura"	-3.861667	-63.880833	"gbif"
"Myloplus"	"Myloplus torquatus"	-3.76	-64.120556	"gbif"
"Serrasalmus"	"Serrasalmus spilopleura"	-3.76	-64.120556	"gbif"
"Serrasalmus"	"Serrasalmus eigenmanni"	-1.906389	-59.460833	"gbif"
"Serrasalmus"	"Serrasalmus serrulatus"	-2.123056	-59.330278	"gbif"
"Myloplus"	"Myloplus asterias"	-2.123056	-59.330278	"gbif"
"Myloplus"	"Myloplus asterias"	-1.92	-59.471944	"gbif"
"Metynnis"	"Metynnis hypsauchen"	-1.906389	-59.460833	"gbif"
"Serrasalmus"	"Serrasalmus altispinis"	-2.123056	-59.330278	"gbif"
"Myloplus"	"Myloplus asterias"	-1.92	-59.471944	"gbif"
"Colossoma"	"Colossoma macropomum"	-1.92	-59.471944	"gbif"
"Myloplus"	""	-7.777222	-58.844167	"gbif"
"Myleus"	""	-4.359444	-56.167222	"gbif"
"Serrasalmus"	"Serrasalmus gouldingi"	-2.163333	-61.294444	"gbif"
"Myloplus"	""	-7.7625	-58.816667	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-7.7625	-58.816667	"gbif"
"Mylossoma"	"Mylossoma aureum"	-3.3475	-60.209444	"gbif"
"Mylossoma"	"Mylossoma duriventre"	-3.3475	-60.209444	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-3.3475	-60.209444	"gbif"
"Piaractus"	"Piaractus brachypomus"	-3.3475	-60.209444	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-3.3475	-60.209444	"gbif"
"Mylossoma"	"Mylossoma aureum"	-3.3475	-60.209444	"gbif"
"Myloplus"	"Myloplus rubripinnis"	-6.404167	-50.0325	"gbif"
"Colossoma"	"Colossoma macropomum"	-3.3475	-60.209444	"gbif"
"Myloplus"	"Myloplus asterias"	-6.404167	-50.0325	"gbif"
"Myloplus"	"Myloplus torquatus"	-6.404167	-50.0325	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-3.3475	-60.209444	"gbif"
"Myleus"	"Myleus setiger"	-6.404167	-50.0325	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-6.404167	-50.0325	"gbif"
"Myleus"	"Myleus setiger"	-6.404167	-50.0325	"gbif"
"Myloplus"	"Myloplus rubripinnis"	-6.404167	-50.0325	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-6.404167	-50.0325	"gbif"
"Serrasalmus"	"Serrasalmus eigenmanni"	-6.404167	-50.0325	"gbif"
"Myloplus"	"Myloplus rubripinnis"	-6.404167	-50.0325	"gbif"
"Catoprion"	"Catoprion mento"	-1.92	-59.471944	"gbif"
"Catoprion"	"Catoprion mento"	-1.92	-59.471944	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-1.92	-59.471944	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-1.521944	-59.821667	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-1.92	-59.471944	"gbif"
"Serrasalmus"	"Serrasalmus altispinis"	-1.521944	-59.821667	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-1.521944	-59.821667	"gbif"
"Serrasalmus"	""	-1.521944	-59.821667	"gbif"
"Catoprion"	"Catoprion mento"	-1.92	-59.471944	"gbif"
"Serrasalmus"	"Serrasalmus altispinis"	-1.521944	-59.821667	"gbif"
"Catoprion"	"Catoprion mento"	-2.123333	-59.330278	"gbif"
"Catoprion"	"Catoprion mento"	-1.92	-59.471944	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-1.521944	-59.821667	"gbif"
"Metynnis"	"Metynnis hypsauchen"	-1.906389	-59.460833	"gbif"
"Metynnis"	"Metynnis hypsauchen"	-1.906389	-59.460833	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-2.123333	-59.330278	"gbif"
"Catoprion"	"Catoprion mento"	-1.906389	-59.460833	"gbif"
"Metynnis"	"Metynnis hypsauchen"	-1.92	-59.471944	"gbif"
"Metynnis"	"Metynnis hypsauchen"	-1.92	-59.471944	"gbif"
"Serrasalmus"	"Serrasalmus eigenmanni"	-5.974722	-60.210278	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-12.056111	-64.375833	"gbif"
"Serrasalmus"	"Serrasalmus eigenmanni"	-9.6875	-50.138611	"gbif"
"Serrasalmus"	"Serrasalmus geryi"	-9.720556	-50.161389	"gbif"
"Myloplus"	"Myloplus torquatus"	-9.720556	-50.161389	"gbif"
"Metynnis"	""	-9.720556	-50.161389	"gbif"
"Myleus"	"Myleus pacu"	-9.720556	-50.161389	"gbif"
"Myloplus"	"Myloplus schomburgkii"	-9.246944	-50.003056	"gbif"
"Serrasalmus"	"Serrasalmus geryi"	-9.720556	-50.161389	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-9.720556	-50.161389	"gbif"
"Metynnis"	"Metynnis maculatus"	-9.720556	-50.161389	"gbif"
"Myleus"	""	-9.720556	-50.161389	"gbif"
"Myloplus"	"Myloplus torquatus"	-9.720556	-50.161389	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-9.720556	-50.161389	"gbif"
"Metynnis"	"Metynnis fasciatus"	-9.280556	-49.995833	"gbif"
"Piaractus"	"Piaractus brachypomus"	-9.246944	-50.003056	"gbif"
"Pristobrycon"	"Pristobrycon striolatus"	-3.2	-60.016667	"gbif"
"Metynnis"	"Metynnis hypsauchen"	-0.729889	-62.929278	"gbif"
"Pristobrycon"	"Pristobrycon striolatus"	-0.729889	-62.929278	"gbif"
"Myleus"	"Myleus pacu"	-9.913333	-63.040833	"gbif"
"Myleus"	"Myleus pacu"	-15.008056	-59.950556	"gbif"
"Myleus"	"Myleus pacu"	-9.913333	-63.040833	"gbif"
"Myleus"	"Myleus pacu"	-3.211944	-52.203333	"gbif"
"Myleus"	"Myleus pacu"	-8.737778	-63.473889	"gbif"
"Myleus"	"Myleus pacu"	-3.211944	-52.203333	"gbif"
"Myleus"	"Myleus pacu"	-9.913333	-63.040833	"gbif"
"Myleus"	"Myleus pacu"	-12.445	-64.227222	"gbif"
"Myleus"	"Myleus pacu"	-3.211944	-52.203333	"gbif"
"Serrasalmus"	""	-2.730833	-60.091111	"gbif"
"Serrasalmus"	""	-0.388056	-63.776944	"gbif"
"Serrasalmus"	"Serrasalmus elongatus"	-11.911944	-64.996111	"gbif"
"Serrasalmus"	""	-6.736111	-60.3925	"gbif"
"Serrasalmus"	""	-11.911944	-64.996111	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-9.913333	-63.040833	"gbif"
"Serrasalmus"	"Serrasalmus altispinis"	-0.888889	-59.573333	"gbif"
"Serrasalmus"	"Serrasalmus manueli"	-2.621389	-60.944167	"gbif"
"Pristobrycon"	"Pristobrycon striolatus"	-2.621389	-60.944167	"gbif"
"Pristobrycon"	"Pristobrycon striolatus"	-2.621389	-60.944167	"gbif"
"Serrasalmus"	"Serrasalmus manueli"	-2.621389	-60.944167	"gbif"
"Pristobrycon"	"Pristobrycon striolatus"	-2.621389	-60.944167	"gbif"
"Serrasalmus"	"Serrasalmus manueli"	-2.621389	-60.944167	"gbif"
"Serrasalmus"	"Serrasalmus manueli"	-2.621389	-60.944167	"gbif"
"Serrasalmus"	"Serrasalmus manueli"	-2.621389	-60.944167	"gbif"
"Serrasalmus"	"Serrasalmus manueli"	-2.621389	-60.944167	"gbif"
"Pristobrycon"	"Pristobrycon striolatus"	-2.621389	-60.944167	"gbif"
"Serrasalmus"	"Serrasalmus manueli"	-2.621389	-60.944167	"gbif"
"Metynnis"	"Metynnis mola"	-19.233333	-57.033333	"gbif"
"Ossubtus"	"Ossubtus xinguense"	-3.404167	-51.698056	"gbif"
"Myloplus"	"Myloplus schomburgkii"	-3.2725	-51.9275	"gbif"
"Pristobrycon"	""	-3.491111	-52.318611	"gbif"
"Serrasalmus"	""	-3.211944	-52.203333	"gbif"
"Acnodon"	""	-3.491111	-52.318611	"gbif"
"Myleus"	"Myleus pacu"	-3.406111	-51.7175	"gbif"
"Myleus"	"Myleus pacu"	-3.491111	-52.318611	"gbif"
"Acnodon"	""	-3.491111	-52.318611	"gbif"
"Metynnis"	""	-2.212222	-62.396389	"gbif"
"Tometes"	""	-3.2075	-52.207778	"gbif"
"Tometes"	""	-3.2075	-52.207778	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-11.911944	-64.996111	"gbif"
"Piaractus"	"Piaractus brachypomus"	-10.806111	-65.384444	"gbif"
"Metynnis"	"Metynnis hypsauchen"	-2.621389	-60.944167	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-11.911944	-64.996111	"gbif"
"Myloplus"	"Myloplus lucienae"	-0.053889	-67.131389	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-12.445	-64.227222	"gbif"
"Pristobrycon"	"Pristobrycon calmoni"	-2.0375	-54.0725	"gbif"
"Serrasalmus"	"Serrasalmus spilopleura"	-2.0375	-54.0725	"gbif"
"Myloplus"	"Myloplus torquatus"	-2.0375	-54.0725	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-2.0375	-54.0725	"gbif"
"Serrasalmus"	""	-3.025	-60.150833	"gbif"
"Tometes"	""	-0.154444	-66.895278	"gbif"
"Serrasalmus"	""	-3.741944	-55.390278	"gbif"
"Serrasalmus"	""	-3.741944	-55.390278	"gbif"
"Myleus"	""	-3.741944	-55.390278	"gbif"
"Myleus"	""	-3.741944	-55.390278	"gbif"
"Myloplus"	"Myloplus schomburgkii"	-4.561389	-56.263889	"gbif"
"Tometes"	""	-0.053889	-67.131389	"gbif"
"Myloplus"	"Myloplus schomburgkii"	-4.561389	-56.263889	"gbif"
"Myleus"	""	-5.453056	-55.877778	"gbif"
"Mylesinus"	""	-5.453056	-55.877778	"gbif"
"Serrasalmus"	""	-5.453056	-55.877778	"gbif"
"Myleus"	""	-5.453056	-55.877778	"gbif"
"Myloplus"	"Myloplus schomburgkii"	-5.453056	-55.877778	"gbif"
"Mylesinus"	""	-5.453056	-55.877778	"gbif"
"Mylesinus"	""	-5.453056	-55.877778	"gbif"
"Serrasalmus"	""	-5.453056	-55.877778	"gbif"
"Serrasalmus"	""	-5.453056	-55.877778	"gbif"
"Myleus"	""	-5.453056	-55.877778	"gbif"
"Serrasalmus"	""	-5.453056	-55.877778	"gbif"
"Myloplus"	"Myloplus schomburgkii"	-5.453056	-55.877778	"gbif"
"Mylesinus"	""	-5.453056	-55.877778	"gbif"
"Serrasalmus"	"Serrasalmus manueli"	-0.370833	-64.793611	"gbif"
"Ossubtus"	"Ossubtus xinguense"	-3.211944	-52.203333	"gbif"
"Mylesinus"	""	-0.053889	-67.131389	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-8.751667	-63.454167	"gbif"
"Serrasalmus"	"Serrasalmus altuvei"	-3.145278	-60.023056	"gbif"
"Myleus"	"Myleus pacu"	-0.154444	-66.895278	"gbif"
"Tometes"	"Tometes makue"	-0.154444	-66.895278	"gbif"
"Tometes"	"Tometes makue"	-0.053889	-67.131389	"gbif"
"Tometes"	"Tometes makue"	-0.154444	-66.895278	"gbif"
"Tometes"	"Tometes makue"	-0.154444	-66.895278	"gbif"
"Mylesinus"	""	-0.154444	-66.895278	"gbif"
"Myleus"	""	-0.154444	-66.895278	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-0.154444	-66.895278	"gbif"
"Tometes"	""	-0.154444	-66.895278	"gbif"
"Serrasalmus"	""	-3.058333	-60.328889	"gbif"
"Tometes"	"Tometes makue"	-0.154444	-66.895278	"gbif"
"Tometes"	"Tometes makue"	-0.154444	-66.895278	"gbif"
"Serrasalmus"	""	-3.058333	-60.328889	"gbif"
"Mylossoma"	"Mylossoma aureum"	-3.058333	-60.328889	"gbif"
"Metynnis"	""	-3.058333	-60.328889	"gbif"
"Serrasalmus"	""	-3.058333	-60.328889	"gbif"
"Myleus"	""	-3.058333	-60.328889	"gbif"
"Ossubtus"	"Ossubtus xinguense"	-3.211944	-52.203333	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-3.2075	-52.207778	"gbif"
"Tometes"	""	-3.563056	-51.855556	"gbif"
"Myloplus"	"Myloplus rubripinnis"	-3.563056	-51.855556	"gbif"
"Myloplus"	"Myloplus schomburgkii"	-3.563056	-51.855556	"gbif"
"Myloplus"	"Myloplus rubripinnis"	-3.2075	-52.207778	"gbif"
"Myloplus"	"Myloplus rubripinnis"	-3.303889	-52.210278	"gbif"
"Myleus"	""	-3.303889	-52.210278	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-3.303889	-52.210278	"gbif"
"Myleus"	""	-3.303889	-52.210278	"gbif"
"Myloplus"	"Myloplus schomburgkii"	-3.303889	-52.210278	"gbif"
"Myloplus"	"Myloplus rubripinnis"	-3.303889	-52.210278	"gbif"
"Myloplus"	"Myloplus schomburgkii"	-3.303889	-52.210278	"gbif"
"Myleus"	"Myleus pacu"	-3.211944	-52.203333	"gbif"
"Tometes"	""	-3.211944	-52.203333	"gbif"
"Serrasalmus"	"Serrasalmus hollandi"	-3.211944	-52.203333	"gbif"
"Myleus"	"Myleus pacu"	-3.211944	-52.203333	"gbif"
"Acnodon"	"Acnodon normani"	-3.211944	-52.203333	"gbif"
"Myleus"	"Myleus pacu"	-3.563056	-51.855556	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-3.211944	-52.203333	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-3.563056	-51.855556	"gbif"
"Myloplus"	"Myloplus rubripinnis"	-3.211944	-52.203333	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-3.211944	-52.203333	"gbif"
"Myloplus"	"Myloplus rubripinnis"	-3.563056	-51.855556	"gbif"
"Myleus"	"Myleus pacu"	-3.211944	-52.203333	"gbif"
"Myloplus"	"Myloplus rubripinnis"	-3.211944	-52.203333	"gbif"
"Tometes"	""	-3.2075	-52.207778	"gbif"
"Serrasalmus"	"Serrasalmus hollandi"	-3.563056	-51.855556	"gbif"
"Myloplus"	"Myloplus rubripinnis"	-3.211944	-52.203333	"gbif"
"Serrasalmus"	"Serrasalmus hollandi"	-3.058333	-60.328889	"gbif"
"Myloplus"	"Myloplus rubripinnis"	-3.058333	-60.328889	"gbif"
"Myleus"	"Myleus pacu"	-3.058333	-60.328889	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-3.058333	-60.328889	"gbif"
"Colossoma"	"Colossoma macropomum"	-8.027778	-62.875833	"gbif"
"Piaractus"	"Piaractus brachypomus"	-8.027778	-62.875833	"gbif"
"Colossoma"	"Colossoma macropomum"	-8.027778	-62.875833	"gbif"
"Colossoma"	"Colossoma macropomum"	-8.027778	-62.875833	"gbif"
"Colossoma"	"Colossoma macropomum"	-8.027778	-62.875833	"gbif"
"Colossoma"	"Colossoma macropomum"	-8.027778	-62.875833	"gbif"
"Myleus"	""	-8.027778	-62.875833	"gbif"
"Piaractus"	"Piaractus brachypomus"	-8.027778	-62.875833	"gbif"
"Mylossoma"	"Mylossoma duriventre"	-8.027778	-62.875833	"gbif"
"Mylossoma"	"Mylossoma duriventre"	-8.027778	-62.875833	"gbif"
"Mylossoma"	"Mylossoma duriventre"	-8.027778	-62.875833	"gbif"
"Mylossoma"	"Mylossoma duriventre"	-8.027778	-62.875833	"gbif"
"Serrasalmus"	""	-0.149444	-66.985833	"gbif"
"Myloplus"	"Myloplus schomburgkii"	-0.149444	-66.985833	"gbif"
"Mylossoma"	"Mylossoma duriventre"	-0.149444	-66.985833	"gbif"
"Myloplus"	"Myloplus lucienae"	-0.149444	-66.985833	"gbif"
"Myloplus"	"Myloplus lucienae"	-0.149444	-66.985833	"gbif"
"Myleus"	""	-0.149444	-66.985833	"gbif"
"Serrasalmus"	""	-3.058333	-60.328889	"gbif"
"Acnodon"	"Acnodon normani"	-3.766111	-49.6725	"gbif"
"Acnodon"	"Acnodon normani"	-3.766111	-49.6725	"gbif"
"Serrasalmus"	"Serrasalmus spilopleura"	-8.027778	-62.875833	"gbif"
"Catoprion"	"Catoprion mento"	-3.003333	-60.1025	"gbif"
"Serrasalmus"	"Serrasalmus hollandi"	-8.027778	-62.875833	"gbif"
"Serrasalmus"	"Serrasalmus altuvei"	-3.621389	-60.944167	"gbif"
"Serrasalmus"	"Serrasalmus altuvei"	-3.621389	-60.944167	"gbif"
"Serrasalmus"	"Serrasalmus altuvei"	-3.621389	-60.944167	"gbif"
"Serrasalmus"	"Serrasalmus altuvei"	-3.621389	-60.944167	"gbif"
"Serrasalmus"	"Serrasalmus altuvei"	-3.621389	-60.944167	"gbif"
"Metynnis"	""	-2.621389	-60.944167	"gbif"
"Serrasalmus"	"Serrasalmus compressus"	-15.008056	-59.950556	"gbif"
"Serrasalmus"	"Serrasalmus geryi"	-8.830833	-49.570556	"gbif"
"Pristobrycon"	"Pristobrycon calmoni"	-2.244444	-49.495833	"gbif"
"Myleus"	""	-2.621389	-60.944167	"gbif"
"Myleus"	""	-2.621389	-60.944167	"gbif"
"Myleus"	""	-2.621389	-60.944167	"gbif"
"Myloplus"	""	-0.336111	-66.591111	"gbif"
"Myleus"	""	-0.336111	-66.591111	"gbif"
"Myleus"	""	-2.621389	-60.944167	"gbif"
"Myleus"	""	-2.621389	-60.944167	"gbif"
"Myleus"	""	-2.621389	-60.944167	"gbif"
"Myleus"	""	-2.621389	-60.944167	"gbif"
"Myleus"	""	-2.621389	-60.944167	"gbif"
"Myleus"	""	-2.621389	-60.944167	"gbif"
"Myloplus"	"Myloplus lucienae"	-0.238889	-66.767778	"gbif"
"Myleus"	""	-2.621389	-60.944167	"gbif"
"Myloplus"	""	-0.964167	-62.95	"gbif"
"Myloplus"	"Myloplus lucienae"	-0.053889	-67.131389	"gbif"
"Myloplus"	""	-0.410556	-65.008611	"gbif"
"Myloplus"	"Myloplus torquatus"	-2.621389	-60.944167	"gbif"
"Mylesinus"	"Mylesinus paucisquamatus"	-6.411111	-59.573333	"gbif"
"Pygocentrus"	"Pygocentrus cariba"	5.10472	-72.0066	"gbif"
"Piaractus"	"Piaractus brachypomus"	-17.7745	-48.7507	"gbif"
"Serrasalmus"	""	-9.976111	-36.558611	"gbif"
"Myloplus"	""	-9.821667	-58.213889	"gbif"
"Tometes"	""	-9.821667	-58.213889	"gbif"
"Tometes"	""	-9.821667	-58.213889	"gbif"
"Tometes"	""	-9.821667	-58.213889	"gbif"
"Tometes"	""	-9.821667	-58.213889	"gbif"
"Myloplus"	""	-9.839444	-58.278333	"gbif"
"Tometes"	""	-9.821667	-58.213889	"gbif"
"Tometes"	""	-9.821667	-58.213889	"gbif"
"Myloplus"	""	-9.821667	-58.213889	"gbif"
"Metynnis"	""	-9.861944	-58.248611	"gbif"
"Metynnis"	""	-9.861944	-58.248611	"gbif"
"Metynnis"	""	-9.861944	-58.248611	"gbif"
"Myloplus"	""	-9.878333	-58.244444	"gbif"
"Utiaritichthys"	""	-15.121111	-58.957778	"gbif"
"Utiaritichthys"	""	-15.113611	-58.953333	"gbif"
"Utiaritichthys"	"Utiaritichthys sennaebragai"	-15.121111	-58.957778	"gbif"
"Utiaritichthys"	""	-15.121111	-58.957778	"gbif"
"Utiaritichthys"	"Utiaritichthys sennaebragai"	-15.121111	-58.957778	"gbif"
"Utiaritichthys"	""	-15.113611	-58.953333	"gbif"
"Utiaritichthys"	""	-15.113611	-58.953333	"gbif"
"Utiaritichthys"	""	-15.121111	-58.957778	"gbif"
"Myloplus"	"Myloplus rubripinnis"	-14.049444	-48.499167	"gbif"
"Myloplus"	"Myloplus rubripinnis"	-14.134167	-48.739722	"gbif"
"Utiaritichthys"	"Utiaritichthys sennaebragai"	-15.121111	-58.957778	"gbif"
"Utiaritichthys"	""	-15.113611	-58.953333	"gbif"
"Mylesinus"	"Mylesinus paucisquamatus"	-14.203889	-48.536389	"gbif"
"Myloplus"	"Myloplus rubripinnis"	-14.049444	-48.499167	"gbif"
"Myloplus"	"Myloplus rubripinnis"	-14.015	-48.188889	"gbif"
"Myloplus"	"Myloplus torquatus"	-14.203889	-48.536389	"gbif"
"Myloplus"	"Myloplus rubripinnis"	-14.013333	-48.315278	"gbif"
"Myloplus"	"Myloplus rubripinnis"	-14.638333	-48.984167	"gbif"
"Myloplus"	"Myloplus rubripinnis"	-14.535556	-49.029722	"gbif"
"Myloplus"	"Myloplus rubripinnis"	-14.015	-48.188889	"gbif"
"Myloplus"	"Myloplus rubripinnis"	-13.452222	-48.118056	"gbif"
"Mylesinus"	"Mylesinus paucisquamatus"	-14.535556	-49.029722	"gbif"
"Myloplus"	"Myloplus rubripinnis"	-14.248333	-48.933333	"gbif"
"Myloplus"	"Myloplus rubripinnis"	-14.134167	-48.739722	"gbif"
"Myloplus"	"Myloplus rubripinnis"	-13.452222	-48.118056	"gbif"
"Mylesinus"	"Mylesinus paucisquamatus"	-14.616667	-49.053333	"gbif"
"Myloplus"	"Myloplus rubripinnis"	-14.134167	-48.739722	"gbif"
"Myloplus"	"Myloplus rubripinnis"	-14.248333	-48.933333	"gbif"
"Mylesinus"	"Mylesinus paucisquamatus"	-14.248333	-48.933333	"gbif"
"Mylesinus"	"Mylesinus paucisquamatus"	-13.452222	-48.118056	"gbif"
"Myleus"	"Myleus pacu"	-14.535556	-49.029722	"gbif"
"Mylesinus"	"Mylesinus paucisquamatus"	-13.748611	-48.295278	"gbif"
"Mylesinus"	"Mylesinus paucisquamatus"	-14.134167	-48.739722	"gbif"
